path,label,crop
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1459_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1562_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1570_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1497_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1480_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1389_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1418_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1390_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1469_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1355_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot148_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1522_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1539_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1430_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1446_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1444_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1494_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1373_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1563_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1382_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1496_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1424_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1561_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1417_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1455_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot139_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1354_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1392_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1521_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1420_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1473_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1495_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1564_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1375_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1502_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1359_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1542_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1372_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot154_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot140_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot142_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1433_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1363_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1369_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1476_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1371_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1406_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1546_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1525_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1380_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1456_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1545_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1453_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot145_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1419_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1530_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1454_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1472_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1414_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot135_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1378_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1506_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1402_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1441_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot147_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1550_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1541_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1428_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1463_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1374_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot141_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1397_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot143_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1345_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1348_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1461_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1442_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1462_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1508_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1533_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1474_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1483_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1440_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1516_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1566_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1512_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1405_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1349_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1449_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1528_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1452_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1447_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1499_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1568_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1465_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1695_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1799_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1627_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1628_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1596_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot170_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot16_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1576_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1789_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1713_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1608_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1689_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1641_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1631_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1788_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1721_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1668_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1720_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1743_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1692_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot163_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1634_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1754_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1696_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1768_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1616_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1744_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot162_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1666_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot167_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1727_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1705_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1614_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1759_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1595_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1767_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1578_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1647_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot174_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1580_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1624_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1587_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1592_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1573_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1613_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1643_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1602_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1716_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1648_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1684_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1748_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1766_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1731_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1656_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1773_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1691_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1620_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1610_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1591_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1680_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1607_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1603_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot178_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1629_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1615_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1772_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot172_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1682_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1571_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1675_.jpg,septoria leaf spot,Tomato
/content/drive/MyDrive/DSCI591_Group_2/Raw_Data/CCMT_Dataset/Tomato/septoria leaf spot/septoria leaf spot1791_.jpg,septoria leaf spot,Tomato
